Faction,Tier,Name
Éire Rangers,leader,The Pale Keeper of Roads
Éire Rangers,leader,The Stone Psalmist Siofra
Éire Rangers,leader,The Green Liturgist Vale
Éire Rangers,leader,The Pale Huntsman Roisin
Éire Rangers,leader,The Black Bog Marshal Sedge
Éire Rangers,leader,The Shadow of Bracken Snow
Éire Rangers,leader,The Shadow of Bracken Tarn
Éire Rangers,leader,The Ash-Walker of Éire Fen
Éire Rangers,leader,Voice of the Old Stones Rory
Éire Rangers,leader,The Ash-Walker of Éire
Éire Rangers,leader,The Fen Prophet Medb
Éire Rangers,leader,The Bog-Saint of Éire Declan
Éire Rangers,leader,The Marsh Saint Mairéad
Éire Rangers,leader,The Grey Confessor of the Wilds
Éire Rangers,leader,The Marsh Saint Saoirse
Éire Rangers,leader,The Hollow Bell of the Parish Wilds
Éire Rangers,leader,The Stone Psalmist Donal
Éire Rangers,leader,The Cairn Keeper Mistal
Éire Rangers,leader,The Dusk Warden Caitlín
Éire Rangers,leader,The Cairn Keeper Brendan
Éire Rangers,leader,The Warden of Lost Clans Riona
Éire Rangers,leader,The Hill-Sworn Captain Brían
Éire Rangers,leader,The Thorned Protector Fiadh
Éire Rangers,leader,Keeper of the Ashen Cairn
Éire Rangers,leader,High Ranger of the Old Roads
Éire Rangers,leader,Lord of the Broken Green
Éire Rangers,leader,The Bog-Saint of Éire Tarn
Éire Rangers,leader,The Riverwatch Saint Storm
Éire Rangers,leader,The Thorn Crowned Ranger
Éire Rangers,leader,High Ranger of the Old Roads
Éire Rangers,leader,The Green Liturgist Ailbhe
Éire Rangers,leader,The Pale Huntsman Eoin
Éire Rangers,leader,The Pale Keeper of Roads Enda
Éire Rangers,leader,The Stag of the Wild March
Éire Rangers,leader,The Iron Ranger of Connacht
Éire Rangers,leader,The Ashen Wayfarer Leaf
Éire Rangers,leader,Sentinel of the Hollow Hills
Éire Rangers,leader,The Broken Antler Keiran
Éire Rangers,leader,The Moorland Judge Colm
Éire Rangers,leader,The Pale Huntsman Fergus
Éire Rangers,leader,The Thorn Crowned Ranger
Éire Rangers,leader,The Broken Antler Croía
Éire Rangers,leader,The Bogborn Inquisitor Sinéad
Éire Rangers,leader,The Riverwatch Saint Eilis
Éire Rangers,leader,The Pale Keeper of Roads Fionn
Éire Rangers,leader,The Marsh Saint Shade
Fidā'ī of Alamut,grunt,Knife
Fidā'ī of Alamut,grunt,Amir Of the First Veil
Fidā'ī of Alamut,grunt,Hamza
Fidā'ī of Alamut,grunt,Thread
Fidā'ī of Alamut,grunt,Aziza Of the Erased Knife Path
Fidā'ī of Alamut,grunt,Seal Of the Veil of Alamut
Fidā'ī of Alamut,grunt,Inaya
Fidā'ī of Alamut,grunt,Yusuf
Fidā'ī of Alamut,grunt,Firuz Of the Dagger Covenant
Fidā'ī of Alamut,grunt,Echo Of the Ninth Veil Cell
Fidā'ī of Alamut,grunt,Aziza Of the Seventh Silence
Fidā'ī of Alamut,grunt,Thana Of the Silent Archive
Fidā'ī of Alamut,grunt,Yusuf Of the Black Cipher
Fidā'ī of Alamut,grunt,Whisper Of the Ninth Veil Cell
Fidā'ī of Alamut,grunt,Jalal
Fidā'ī of Alamut,grunt,Parviz Of the Shadowed Creed
Fidā'ī of Alamut,grunt,Yara
Fidā'ī of Alamut,grunt,Cipher
Fidā'ī of Alamut,grunt,Hanan Of the Hidden Blade Cell
Fidā'ī of Alamut,grunt,Jamil Of the Hidden Blade Cell
Fidā'ī of Alamut,grunt,Jalal
Fidā'ī of Alamut,grunt,Flicker
Fidā'ī of Alamut,grunt,Cut Of the Hollow Step
Fidā'ī of Alamut,grunt,Soraya
Fidā'ī of Alamut,grunt,Inaya Of the Erasure Covenant
Fidā'ī of Alamut,grunt,Jamil Of the Whisper Chain
Fidā'ī of Alamut,grunt,Daniyal
Fidā'ī of Alamut,grunt,Stone Of the Black Veil Order
Fidā'ī of Alamut,grunt,Firuz
Fidā'ī of Alamut,grunt,Rashid
Fidā'ī of Alamut,grunt,Latif Of the Silent Scripture
Fidā'ī of Alamut,grunt,Zahir
Fidā'ī of Alamut,grunt,Trace Of the Broken Cipher
Fidā'ī of Alamut,grunt,Kamal
Fidā'ī of Alamut,grunt,Blade
Fidā'ī of Alamut,grunt,Amir Of the Ciphered Oath
Fidā'ī of Alamut,grunt,Nawal Of the Silent Scripture
Fidā'ī of Alamut,grunt,Salma
Fidā'ī of Alamut,grunt,Akbar
Fidā'ī of Alamut,grunt,Zoya Of the Silent Hand
Fidā'ī of Alamut,grunt,Whisper
Fidā'ī of Alamut,grunt,Harith
Fidā'ī of Alamut,grunt,Seal
Fidā'ī of Alamut,grunt,Basim
Fidā'ī of Alamut,grunt,Hasan Of the Erased Oath Order
Fidā'ī of Alamut,grunt,Inaya Of the Ghost Contract
Fidā'ī of Alamut,grunt,Firuz
Fidā'ī of Alamut,grunt,Ali Of the Shadowed Creed
Fidā'ī of Alamut,grunt,Signal Of the Daggerborn Order
Fidā'ī of Alamut,grunt,Omaran Of the Broken Cipher
Fidā'ī of Alamut,grunt,Ali
Fidā'ī of Alamut,grunt,Zoya Of the Black Cipher
Fidā'ī of Alamut,grunt,Void Of the Mountain Veil
Fidā'ī of Alamut,grunt,Huda Of the Null Name Order
Fidā'ī of Alamut,grunt,Karim
Fidā'ī of Alamut,grunt,Iman Of the Silent Blade Line
Fidā'ī of Alamut,grunt,Tahira Of the Dagger Doctrine
Fidā'ī of Alamut,grunt,Samira Of the Veiled Covenant
Fidā'ī of Alamut,grunt,Stone Of the First Veil
Fidā'ī of Alamut,grunt,Knot
Fidā'ī of Alamut,grunt,Varda Of the Hidden Blade
Fidā'ī of Alamut,grunt,Ghazi Of the Veiled Covenant
Fidā'ī of Alamut,grunt,Ranya
Fidā'ī of Alamut,grunt,Wafa
Fidā'ī of Alamut,grunt,Daniyal
Fidā'ī of Alamut,grunt,Zahra Of the Silent Knife
Fidā'ī of Alamut,grunt,Drift
Fidā'ī of Alamut,grunt,Grain Of the Erased Name
Fidā'ī of Alamut,grunt,Veil Of the Hidden Blade Cycle
Fidā'ī of Alamut,grunt,Script
Fidā'ī of Alamut,grunt,Ilyas
Fidā'ī of Alamut,grunt,Dust Of the Ciphered Oath
Fidā'ī of Alamut,grunt,Jalal
Fidā'ī of Alamut,grunt,Nawal
Fidā'ī of Alamut,grunt,Xena
Fidā'ī of Alamut,grunt,Layla Of the Black Veil Order
Fidā'ī of Alamut,grunt,Nadir Of the Broken Seal
Fidā'ī of Alamut,grunt,Farid
Fidā'ī of Alamut,grunt,Cut Of the Erased Oath Order
Fidā'ī of Alamut,grunt,Cipher Of the Dagger Silence
Fidā'ī of Alamut,grunt,Line
Fidā'ī of Alamut,grunt,Fariha
Fidā'ī of Alamut,grunt,Latif Of the Mountain Oath
Fidā'ī of Alamut,grunt,Yusuf Of the Black Veil Order
Fidā'ī of Alamut,grunt,Bilqis
Fidā'ī of Alamut,grunt,Cut
Fidā'ī of Alamut,grunt,Widad
Fidā'ī of Alamut,grunt,Salim
Fidā'ī of Alamut,grunt,Karima Of the Seventh Silence
Fidā'ī of Alamut,grunt,Hamza Of the First Null Order
Fidā'ī of Alamut,grunt,Shade Of the Silent Archive
Fidā'ī of Alamut,grunt,Scar
Fidā'ī of Alamut,grunt,Yusra
Fidā'ī of Alamut,grunt,Parviz Of the Daggerborn Order
Fidā'ī of Alamut,grunt,Imran
Fidā'ī of Alamut,grunt,Knot Of the Hidden Blade
Fidā'ī of Alamut,grunt,Elham Of the Broken Seal
Fidā'ī of Alamut,grunt,Nura Of the Erased Oath Order
Fidā'ī of Alamut,grunt,Void
Fidā'ī of Alamut,grunt,Hollow
Fidā'ī of Alamut,elite,Jalal the Signalless
Fidā'ī of Alamut,elite,Kamal the Oathless
Fidā'ī of Alamut,elite,Oath the Whispered
Fidā'ī of Alamut,elite,Yusra the Broken Name
Fidā'ī of Alamut,elite,Qamar the Silent Echo
Fidā'ī of Alamut,elite,Omaran the Thread-Cut
Fidā'ī of Alamut,elite,Hamza the Shadow-Crowned
Fidā'ī of Alamut,elite,Yusra the Hollow Alias
Fidā'ī of Alamut,elite,Rafiq the Unseen
Fidā'ī of Alamut,elite,Daniyal the Silent
Fidā'ī of Alamut,elite,Dalia the Shadow Without Name
Fidā'ī of Alamut,elite,Leila the Silent Blade
Fidā'ī of Alamut,elite,Inaya the Knife-Born
Fidā'ī of Alamut,elite,Shadow the Null-Walked
Fidā'ī of Alamut,elite,Grain the Unseen
Fidā'ī of Alamut,elite,Jalal the Inkless Name
Fidā'ī of Alamut,elite,Jalal the Erased
Fidā'ī of Alamut,elite,Lina the Veiled
Fidā'ī of Alamut,elite,Marwan the Oathless
Fidā'ī of Alamut,elite,Pulse the Edge-Bound
Fidā'ī of Alamut,elite,Karima the Unnamed
Fidā'ī of Alamut,elite,Karima the Breathless
Fidā'ī of Alamut,elite,Footfall the Silent
Fidā'ī of Alamut,elite,Shakir the Veil of Alamut
Fidā'ī of Alamut,elite,Ghazi the Vanished
Fidā'ī of Alamut,elite,Inaya the Dagger-Shadow
Fidā'ī of Alamut,elite,Luqman the Cipher-Bound
Fidā'ī of Alamut,elite,Rashid the Night-Walked
Fidā'ī of Alamut,elite,Widad the Folded Identity
Fidā'ī of Alamut,elite,Xena the Whispered
Fidā'ī of Alamut,elite,Leila the Black Marked
Fidā'ī of Alamut,elite,Latif the Folded Identity
Fidā'ī of Alamut,elite,Omayma the Vanished
Fidā'ī of Alamut,elite,Hand the Signalless
Fidā'ī of Alamut,elite,Hanan the Edge-Bound
Fidā'ī of Alamut,elite,Ali the Thread-Cut
Fidā'ī of Alamut,elite,Amir the Null
Fidā'ī of Alamut,elite,Leila the Null
Fidā'ī of Alamut,elite,Aisha the Erased
Fidā'ī of Alamut,elite,Cut the Silence-Kept
Fidā'ī of Alamut,elite,Marwan the Breathless
Fidā'ī of Alamut,elite,Cut the Silent
Fidā'ī of Alamut,elite,Umaima the Veil-Worn
Fidā'ī of Alamut,elite,Spark the Contract-Kept
Fidā'ī of Alamut,elite,Kamal the Ghosted
Fidā'ī of Alamut,elite,Ghost the Broken Name
Fidā'ī of Alamut,elite,Eye the Mountain Ghost
Fidā'ī of Alamut,elite,Flicker the Mountain Ghost
Fidā'ī of Alamut,elite,Fadil the Veil-Worn
Fidā'ī of Alamut,elite,Knife the Silence-Kept
Fidā'ī of Alamut,elite,Wing the Invisible Hand
Fidā'ī of Alamut,elite,Nasir the Inkless Name
Fidā'ī of Alamut,elite,Wafa the Shadow Without Name
Fidā'ī of Alamut,elite,Kamil the Ghosted
Fidā'ī of Alamut,elite,Knot the Forgotten
Fidā'ī of Alamut,elite,Knife the Contract-Kept
Fidā'ī of Alamut,elite,Null the Oathless
Fidā'ī of Alamut,elite,Line the Shadow-Crowned
Fidā'ī of Alamut,elite,Nura the Edge-Bound
Fidā'ī of Alamut,elite,Breath the Unspoken
Fidā'ī of Alamut,elite,Jafar the Mountain-Bound
Fidā'ī of Alamut,elite,Blade the Hidden
Fidā'ī of Alamut,elite,Samir the Silent Blade
Fidā'ī of Alamut,elite,Hasan the Knife-Sworn
Fidā'ī of Alamut,elite,Knife the Whispered
Fidā'ī of Alamut,elite,Soraya the Inkless Name
Fidā'ī of Alamut,elite,Zahir the Contract-Kept
Fidā'ī of Alamut,elite,Nadia the Ciphered
Fidā'ī of Alamut,elite,Ubayd the Broken Name
Fidā'ī of Alamut,elite,Cut the Dagger-Shadow
Fidā'ī of Alamut,elite,Ghada the Invisible Hand
Fidā'ī of Alamut,elite,Wahid the Hidden Step
Fidā'ī of Alamut,elite,Zahir the Ciphered
Fidā'ī of Alamut,elite,Basim the Dagger-Shadow
Fidā'ī of Alamut,elite,Ali the Erasure-Kept
Fidā'ī of Alamut,elite,Farah the Edge-Bound
Fidā'ī of Alamut,elite,Mark the Silent Blade
Fidā'ī of Alamut,elite,Karima the Erased
Fidā'ī of Alamut,elite,Fadil the Mountain-Bound
Fidā'ī of Alamut,elite,Iman the Black Marked
Fidā'ī of Alamut,elite,Varda the Dagger-Touched
Fidā'ī of Alamut,elite,Hamza the Dagger-Touched
Fidā'ī of Alamut,elite,Ghada the Whisper-Killed
Fidā'ī of Alamut,elite,Grain the Folded Identity
Fidā'ī of Alamut,elite,Hanan the Black Marked
Fidā'ī of Alamut,elite,Knife the Edge-Bound
Fidā'ī of Alamut,elite,Void the Mountain-Bound
Fidā'ī of Alamut,elite,Omayma the Broken Seal
Fidā'ī of Alamut,elite,Idris the Redacted
Fidā'ī of Alamut,elite,Huda the Inkless Name
Fidā'ī of Alamut,elite,Drift the Redacted
Fidā'ī of Alamut,elite,Jalal the Veiled
Fidā'ī of Alamut,elite,Tahira the Mountain-Bound
Fidā'ī of Alamut,elite,Daniyal the Silent Echo
Fidā'ī of Alamut,elite,Drift the Breathless
Fidā'ī of Alamut,elite,Line the Silent
Fidā'ī of Alamut,elite,Jamila the Shadow-Crowned
Fidā'ī of Alamut,elite,Knife the Final Whisper
Fidā'ī of Alamut,elite,Inaya the Ciphered
Fidā'ī of Alamut,elite,Amina the Shadow Without Name
Fidā'ī of Alamut,leader,Grand Master of the Hidden Blade
Fidā'ī of Alamut,leader,Lord of the Silent Alamut Path
Fidā'ī of Alamut,leader,Keeper of the Ninth Shadow Order
Fidā'ī of Alamut,leader,Commander of the Black Whisper Cell
Fidā'ī of Alamut,leader,Lord of the Silent Alamut Path
Fidā'ī of Alamut,leader,Grand Master of the Hidden Blade
Fidā'ī of Alamut,leader,Lord of the Erased Shadow Doctrine
Fidā'ī of Alamut,leader,Commander of the Whispered Blade
Fidā'ī of Alamut,leader,Lord of the Erased Shadow Doctrine
Fidā'ī of Alamut,leader,The Veil-Bound Strategos Xena
Fidā'ī of Alamut,leader,Keeper of the Dagger Doctrine
Fidā'ī of Alamut,leader,Keeper of the Silent Contract Chain
Fidā'ī of Alamut,leader,Lord of the Broken Veil Doctrine
Fidā'ī of Alamut,leader,Keeper of the Silent Contract
Fidā'ī of Alamut,leader,Lord of the Silent Mountain
Fidā'ī of Alamut,leader,Keeper of the Silent Contract Chain
Fidā'ī of Alamut,leader,Master of the Dagger Instruction
Fidā'ī of Alamut,leader,Commander of the Silent Knife
Fidā'ī of Alamut,leader,The Veil-Bound Strategos Rafiq
Fidā'ī of Alamut,leader,The Black Instruction Keeper
Fidā'ī of Alamut,leader,Warden of the Null Assignment Order
Fidā'ī of Alamut,leader,Commander of the Ninth Veil Cell
Fidā'ī of Alamut,leader,Commander of the Shadow Cells
Fidā'ī of Alamut,leader,The Dagger Covenant Keeper
Fidā'ī of Alamut,leader,Lord of the Silent Mountain
Fidā'ī of Alamut,leader,Warden of the Hidden Ledger
Fidā'ī of Alamut,leader,Commander of the Ninth Veil Cell
Fidā'ī of Alamut,leader,Commander of the Ninth Silence
Fidā'ī of Alamut,leader,The Hidden Cipher Keeper
Fidā'ī of Alamut,leader,The Hidden Cipher Keeper Scar
Fidā'ī of Alamut,leader,Master of the Dagger Instruction
Fidā'ī of Alamut,leader,Keeper of the Ninth Shadow Order
Fidā'ī of Alamut,leader,Keeper of the Black Instruction
Fidā'ī of Alamut,leader,Lord of the Whisper Chain
Fidā'ī of Alamut,leader,Lord of the Silent Mountain
Fidā'ī of Alamut,leader,Warden of the Hidden Ledger
Fidā'ī of Alamut,leader,Commander of the Whispered Blade
Fidā'ī of Alamut,leader,Master of the Hidden Assignment
Fidā'ī of Alamut,leader,Lord of the Silent Assassination Order
Fidā'ī of Alamut,leader,The Black Veil Strategos Point
Fidā'ī of Alamut,leader,Grand Master of the Hidden Blade
Fidā'ī of Alamut,leader,Lord of the Broken Veil Doctrine
Fidā'ī of Alamut,leader,Warden of the Null Assignment Order
Fidā'ī of Alamut,leader,Master of the Mountain Veil
Fidā'ī of Alamut,leader,Master of the Silent Erasure
Fidā'ī of Alamut,leader,The Hidden Knife Keeper Dagger
Fidā'ī of Alamut,leader,The Ninth Shadow Strategos
Fidā'ī of Alamut,leader,Commander of the Whispered Blade
Fidā'ī of Alamut,leader,The Hidden Knife Keeper Ilyas
Fidā'ī of Alamut,leader,Keeper of the Silent Contract
Fidā'ī of Alamut,leader,Keeper of the Silent Contract Chain
Fidā'ī of Alamut,leader,The Dagger Covenant Keeper
Fidā'ī of Alamut,leader,Warden of the Whisper Chain
Fidā'ī of Alamut,leader,The Hidden Cipher Keeper
Fidā'ī of Alamut,leader,The Dagger Covenant Keeper
Fidā'ī of Alamut,leader,Keeper of the Dagger Doctrine
Fidā'ī of Alamut,leader,Master of the Dagger Instruction
Fidā'ī of Alamut,leader,Warden of the Null Assignment Order
Fidā'ī of Alamut,leader,The Veiled Assassin of Alamut
Fidā'ī of Alamut,leader,Master of the Hidden Assignment
Fidā'ī of Alamut,leader,Warden of the Broken Cipher Order
Fidā'ī of Alamut,leader,Commander of the Whispered Blade
Fidā'ī of Alamut,leader,Commander of the Shadow Cells
Fidā'ī of Alamut,leader,Warden of the Hidden Ledger
Fidā'ī of Alamut,leader,Commander of the Black Whisper Cell
Fidā'ī of Alamut,leader,Keeper of the Silent Contract
Fidā'ī of Alamut,leader,Warden of the Broken Cipher Order
Fidā'ī of Alamut,leader,Warden of the Hidden Blade Order
Fidā'ī of Alamut,leader,The Veiled Assassin of Alamut
Fidā'ī of Alamut,leader,The Dagger Covenant Keeper
Fidā'ī of Alamut,leader,The Erasure Strategist Yara
Fidā'ī of Alamut,leader,Commander of the Ninth Silence
Fidā'ī of Alamut,leader,The Black Veil Strategos
Fidā'ī of Alamut,leader,Master of the Erasure Order
Fidā'ī of Alamut,leader,The Ninth Shadow Strategos
Fidā'ī of Alamut,leader,The Null Cipher Marshal Script
Fidā'ī of Alamut,leader,Master of the Dagger Instruction
Fidā'ī of Alamut,leader,Warden of the Ninth Veil
Fidā'ī of Alamut,leader,The Null Cipher Marshal Karim
Fidā'ī of Alamut,leader,Lord of the Black Cipher Layla
Fidā'ī of Alamut,leader,Commander of the Whispered Blade
Fidā'ī of Alamut,leader,Commander of the Black Whisper Cell
Fidā'ī of Alamut,leader,Warden of the Silent Thread
Fidā'ī of Alamut,leader,Warden of the Whisper Chain
Fidā'ī of Alamut,leader,Grand Master of the Hidden Blade
Fidā'ī of Alamut,leader,Commander of the Silent Mountain Cell
Fidā'ī of Alamut,leader,Warden of the Whisper Chain
Fidā'ī of Alamut,leader,Commander of the Silent Knife
Fidā'ī of Alamut,leader,The Erasure Strategist Root
Fidā'ī of Alamut,leader,Commander of the Shadow Cells
Fidā'ī of Alamut,leader,The Dagger Covenant Keeper
Fidā'ī of Alamut,leader,Master of the Hidden Assignment
Fidā'ī of Alamut,leader,Lord of the Silent Assassination Order
Fidā'ī of Alamut,leader,Master of the Hidden Assignment
Fidā'ī of Alamut,leader,Warden of the Whisper Chain
Fidā'ī of Alamut,leader,Commander of the Silent Mountain Cell
Fidā'ī of Alamut,leader,The Null Cipher Marshal Fatima
Fidā'ī of Alamut,leader,Lord of the Broken Veil Doctrine
Fidā'ī of Alamut,leader,Lord of the Erased Shadow Doctrine
Fidā'ī of Alamut,leader,Warden of the Silent Thread
The Great Hunger,grunt,Celia Of the Hollow Harvest
The Great Hunger,grunt,Percival
The Great Hunger,grunt,Starve
The Great Hunger,grunt,Falk Of the Thousand Bones
The Great Hunger,grunt,Corinne Of the Hollow Kingdom
The Great Hunger,grunt,Ysabel
The Great Hunger,grunt,Belly Of the Starveling Host
The Great Hunger,grunt,Oriana Of the Starveling Host
The Great Hunger,grunt,Brigid Of the Feast of Worms
The Great Hunger,grunt,Belly
The Great Hunger,grunt,Rowan
The Great Hunger,grunt,Scrap Of the Starved Road
The Great Hunger,grunt,Gristle Of the Maw Procession
The Great Hunger,grunt,Feastborn
The Great Hunger,grunt,Estelle Of the Bone Throne
The Great Hunger,grunt,Tobin Of the Hollow Granary
The Great Hunger,grunt,Estelle Of the Thousand Mouths
The Great Hunger,grunt,Valen
The Great Hunger,grunt,Tobin Of the Consumed Throne
The Great Hunger,grunt,Alina Of the Last Harvest Bell
The Great Hunger,grunt,Thirst Of the Last Mouth
The Great Hunger,grunt,Fang Of the Bone King's Table
The Great Hunger,grunt,Amos Of the Last Herd
The Great Hunger,grunt,Joram Of the Feast Bell
The Great Hunger,grunt,Endless Of the Consumed Throne
The Great Hunger,grunt,Zachar Of the Maw Kingdom
The Great Hunger,grunt,Nestor Of the Broken Granary
The Great Hunger,grunt,Rhea Of the Harvest of Flesh
The Great Hunger,grunt,Juliana Of the Empty Feast
The Great Hunger,grunt,Tallow Of the Hunger Choir
The Great Hunger,grunt,Gullet Of the Bone Reliquary
The Great Hunger,grunt,Famine Of the Bone Road
The Great Hunger,grunt,Agnes Of the Bone King's Table
The Great Hunger,grunt,Consume Of the Bone Road
The Great Hunger,grunt,Alaric Of the Consumed Banner
The Great Hunger,grunt,Giselle Of the Empty Saint
The Great Hunger,grunt,Need Of the Feast of Teeth
The Great Hunger,grunt,Thera Of the Carrion Feast
The Great Hunger,grunt,Baran Of the Last Harvest Bell
The Great Hunger,grunt,Katerine
The Great Hunger,grunt,Genevieve
The Great Hunger,grunt,Wynne Of the Empty Throne
The Great Hunger,grunt,Odette Of the Red Butchery
The Great Hunger,grunt,Freya Of the Hunger Pilgrimage
The Great Hunger,grunt,Craving
The Great Hunger,grunt,Meatcaller Of the Last Mouth
The Great Hunger,grunt,Valeria Of the Last Butchery
The Great Hunger,grunt,Maw Of the Bone Pit
The Great Hunger,grunt,Garrick Of the Maw of Kings
The Great Hunger,grunt,Wulfric
The Great Hunger,grunt,Harlan
The Great Hunger,grunt,Maw Of the Butcher's Communion
The Great Hunger,grunt,Silas Of the Endless Table
The Great Hunger,grunt,Lucan
The Great Hunger,grunt,Malric Of the Great Gnawing
The Great Hunger,grunt,Elias Of the Red Feast Road
The Great Hunger,grunt,Joanna Of the Great Gnawing
The Great Hunger,grunt,Faron Of the Black Appetite
The Great Hunger,grunt,Oriana Of the Starveling Host
The Great Hunger,grunt,Marrow Of the Red Banquet
The Great Hunger,grunt,Yorick Of the Consumed Kingdom
The Great Hunger,grunt,Vera Of the Great Maw
The Great Hunger,grunt,Ulric Of the Flesh Procession
The Great Hunger,grunt,Valeria Of the Thousand Mouths
The Great Hunger,grunt,Ulf Of the Devoured Saint
The Great Hunger,grunt,Devour Of the Feast of Teeth
The Great Hunger,grunt,Bram Of the Bone Communion
The Great Hunger,grunt,Isak Of the Last Harvest Bell
The Great Hunger,grunt,Meat Of the Final Feast
The Great Hunger,grunt,Fiora
The Great Hunger,grunt,Dorian
The Great Hunger,grunt,Thera Of the Last Harvest
The Great Hunger,grunt,Elara Of the Starving Crown
The Great Hunger,grunt,Nadia Of the Last Harvest
The Great Hunger,grunt,Bone Of the Bone Reliquary
The Great Hunger,grunt,Yorick Of the Red Maw
The Great Hunger,grunt,Odette Of the Feast of Silence
The Great Hunger,grunt,Hungermarked
The Great Hunger,grunt,Gideon Of the Empty Throne
The Great Hunger,grunt,Lucan Of the Empty Bowl
The Great Hunger,grunt,Faron Of the Final Feast
The Great Hunger,grunt,Tiber Of the Maw of Kings
The Great Hunger,grunt,Redtooth
The Great Hunger,grunt,Dagan Of the Starving Winter
The Great Hunger,grunt,Garrick Of the Empty Feast
The Great Hunger,grunt,Nadia Of the Hunger Choir
The Great Hunger,grunt,Meat Of the Black Hunger
The Great Hunger,grunt,Feastborn
The Great Hunger,grunt,Meatcaller
The Great Hunger,grunt,Famine Of the Maw Procession
The Great Hunger,grunt,Gristle
The Great Hunger,grunt,Swallow Of the Empty Bowl
The Great Hunger,grunt,Swallow Of the Last Mouth
The Great Hunger,grunt,Hollow Of the Hollow Harvest
The Great Hunger,grunt,Celia Of the Thousand Mouths
The Great Hunger,grunt,Selene Of the Feast of Saints
The Great Hunger,grunt,Isak Of the Bone Communion
The Great Hunger,grunt,Rhea Of the Bone Feast
The Great Hunger,grunt,Hollow Of the Red Maw
The Great Hunger,grunt,Valen Of the Thousand Feasts
The Great Hunger,elite,Glut the Hollow-Gutted
The Great Hunger,elite,Odette the Red-Mawed
The Great Hunger,elite,Niall the Hungry
The Great Hunger,elite,Blackmaw the Maw-Opened
The Great Hunger,elite,Want the Flesh-Eating
The Great Hunger,elite,Emeric the Famine-Walked
The Great Hunger,elite,Corvin the Famine-Walked
The Great Hunger,elite,Corvin the Empty-Handed
The Great Hunger,elite,Alaric the Black-Mawed
The Great Hunger,elite,Valeria the Kingdom-Eater
The Great Hunger,elite,Nestor the Empty
The Great Hunger,elite,Ursula the Hollow-Gutted
The Great Hunger,elite,Craving the Hunger-Driven
The Great Hunger,elite,Craving the Feast-Marked
The Great Hunger,elite,Fiora the Bone-Crowned
The Great Hunger,elite,Roderic the Gnawing
The Great Hunger,elite,Chomp the Kingdom-Eater
The Great Hunger,elite,Elodie the Bone-Fed
The Great Hunger,elite,Bram the Never-Filled
The Great Hunger,elite,Silas the Maw-Blessed
The Great Hunger,elite,Maw the Hollow-Bellied
The Great Hunger,elite,Zachar the Starveling
The Great Hunger,elite,Gullet the Appetite-Blessed
The Great Hunger,elite,Celia the Starveling
The Great Hunger,elite,Yvette the Black-Mawed
The Great Hunger,elite,Hollowgut the Feast-Remembered
The Great Hunger,elite,Lucan the Starveling
The Great Hunger,elite,Hunger the Never-Sated
The Great Hunger,elite,Yorick the Hungry
The Great Hunger,elite,Pauline the Butcher-Blessed
The Great Hunger,elite,Niall the Maw-Blessed
The Great Hunger,elite,Percival the Feast-Crowned
The Great Hunger,elite,Tobin the Ravenous
The Great Hunger,elite,Ulf the Appetite-Blessed
The Great Hunger,elite,Isolde the Flesh-Hungry
The Great Hunger,elite,Butcher the Consuming
The Great Hunger,elite,Adela the Endless
The Great Hunger,elite,Rend the Thousand-Mouthed
The Great Hunger,elite,Helena the Maw-Blessed
The Great Hunger,elite,Maw the Consuming
The Great Hunger,elite,Selene the Feast-Remembered
The Great Hunger,elite,Isolde the Maw-Opened
The Great Hunger,elite,Scrap the Breadless
The Great Hunger,elite,Feastborn the Maw-Blessed
The Great Hunger,elite,Elodie the Bone-Gnawing
The Great Hunger,elite,Endless the Never-Sated
The Great Hunger,elite,Bite the Feast-Crowned
The Great Hunger,elite,Freya the Bone-Fed
The Great Hunger,elite,Jarek the Maw-Blessed
The Great Hunger,elite,Dorothea the Flesh-Hungry
The Great Hunger,elite,Hungermarked
The Great Hunger,elite,Juliana the Never-Filled
The Great Hunger,elite,Swallow the Butcher-Blessed
The Great Hunger,elite,Ursula the Appetite-Cursed
The Great Hunger,elite,Bonegnaw the Never-Sated
The Great Hunger,elite,Wynne the Butchered
The Great Hunger,elite,Kellan the Never-Sated
The Great Hunger,elite,Consume the Empty
The Great Hunger,elite,Hungermarked the Bone-Fed
The Great Hunger,elite,Chew the Maw-Blessed
The Great Hunger,elite,Elara the Hollow-Bellied
The Great Hunger,elite,Wynne the Starveling
The Great Hunger,elite,Butcher the Consuming
The Great Hunger,elite,Brigid the Feast-Remembered
The Great Hunger,elite,Osric the Starveling
The Great Hunger,elite,Elodie the Hollow-Eyed
The Great Hunger,elite,Scrap the Red-Mawed
The Great Hunger,elite,Fang the Endless
The Great Hunger,elite,Consume the Bone-Gnawing
The Great Hunger,elite,Zara the Famine-Walked
The Great Hunger,elite,Mawbound the Hollow-Gutted
The Great Hunger,elite,Wilhelmina the Butchered
The Great Hunger,elite,Clarisse the Red-Toothed
The Great Hunger,elite,Tooth the Maw-Opened
The Great Hunger,elite,Dagan the Endless
The Great Hunger,elite,Tooth the Empty-Handed
The Great Hunger,elite,Percival the Ravenous
The Great Hunger,elite,Joram the Endless-Hunger
The Great Hunger,elite,Hester the Consuming
The Great Hunger,elite,Joram the Hollow
The Great Hunger,elite,Wilhelmina the Never-Sated
The Great Hunger,elite,Yvette the Never-Filled
